1.000000000000000000e+00,-8.000075340270996094e+00,3.281112670898437500e+00,5.774851322174072266e+00
1.000000000000000000e+00,-1.691400289535522461e+00,5.182390689849853516e+00,5.498650074005126953e+00
1.000000000000000000e+00,-1.167331409454345703e+01,5.600417613983154297e+00,5.654610633850097656e+00
0.000000000000000000e+00,-7.661314964294433594e+00,5.435909032821655273e-01,5.492371082305908203e+00
1.000000000000000000e+00,-7.194293498992919922e+00,1.616756796836853027e+00,5.434330940246582031e+00
0.000000000000000000e+00,-2.473191261291503906e+00,5.748343467712402344e+00,5.913345336914062500e+00
1.000000000000000000e+00,-5.325140953063964844e+00,4.150276184082031250e+00,5.077641487121582031e+00
1.000000000000000000e+00,-7.551369190216064453e+00,1.129548645019531250e+01,5.359436035156250000e+00
0.000000000000000000e+00,-2.463955163955688477e+00,6.227731227874755859e+00,5.065156459808349609e+00
1.000000000000000000e+00,-4.053120136260986328e+00,1.131584167480468750e+00,5.729958534240722656e+00
1.000000000000000000e+00,-4.834014415740966797e+00,2.906807959079742432e-01,5.901248455047607422e+00
1.000000000000000000e+00,-3.338020324707031250e+00,1.123527240753173828e+01,5.964063167572021484e+00
0.000000000000000000e+00,-3.589501857757568359e+00,7.199572086334228516e+00,5.596962451934814453e+00
0.000000000000000000e+00,-8.581892013549804688e+00,5.792906284332275391e-01,5.282586574554443359e+00
1.000000000000000000e+00,-8.890799522399902344e+00,3.557554721832275391e+00,5.763087272644042969e+00
1.000000000000000000e+00,-8.659653663635253906e-01,5.016393184661865234e+00,5.582686901092529297e+00
1.000000000000000000e+00,-6.897178649902343750e+00,1.067695140838623047e+01,5.412766933441162109e+00
0.000000000000000000e+00,-1.104963111877441406e+01,1.065330982208251953e+01,5.345036983489990234e+00
0.000000000000000000e+00,-1.191944217681884766e+01,6.863000869750976562e+00,5.402824878692626953e+00
0.000000000000000000e+00,-3.093234539031982422e+00,9.123625755310058594e+00,5.404909610748291016e+00
1.000000000000000000e+00,-5.329983711242675781e+00,1.077669906616210938e+01,5.746954917907714844e+00
1.000000000000000000e+00,-5.449602127075195312e+00,8.145309448242187500e+00,5.128536224365234375e+00
0.000000000000000000e+00,-8.127199172973632812e+00,9.767073631286621094e+00,5.139306545257568359e+00
0.000000000000000000e+00,-2.486459970474243164e+00,2.555988550186157227e+00,5.476196289062500000e+00
1.000000000000000000e+00,-6.966981887817382812e+00,2.612173795700073242e+00,5.175273895263671875e+00
0.000000000000000000e+00,-1.063620567321777344e+01,7.476564884185791016e+00,5.967465400695800781e+00
1.000000000000000000e+00,-8.852650642395019531e+00,1.115765190124511719e+01,5.558538913726806641e+00
0.000000000000000000e+00,-8.361309051513671875e+00,8.900451660156250000e+00,5.266348361968994141e+00
0.000000000000000000e+00,-2.055511474609375000e+00,3.964708805084228516e+00,5.983745098114013672e+00
1.000000000000000000e+00,-9.124730110168457031e+00,1.126389408111572266e+01,5.061497688293457031e+00
1.000000000000000000e+00,-7.149673938751220703e+00,1.082716178894042969e+01,5.605706691741943359e+00
0.000000000000000000e+00,-8.869200706481933594e+00,7.199624538421630859e+00,5.445775032043457031e+00
1.000000000000000000e+00,-5.602458953857421875e+00,2.600558280944824219e+00,5.484402179718017578e+00
1.000000000000000000e+00,-3.995250463485717773e+00,1.622252345085144043e+00,5.074052333831787109e+00
0.000000000000000000e+00,-3.517382144927978516e+00,8.486068725585937500e+00,5.942687988281250000e+00
0.000000000000000000e+00,-8.648670196533203125e+00,9.340147018432617188e+00,5.925625801086425781e+00
0.000000000000000000e+00,-1.623476982116699219e+00,2.651585102081298828e+00,5.869873523712158203e+00
0.000000000000000000e+00,-3.736479043960571289e+00,8.282027244567871094e+00,5.651613712310791016e+00
1.000000000000000000e+00,-2.902314066886901855e-01,5.517045497894287109e+00,5.089983463287353516e+00
1.000000000000000000e+00,-1.156330013275146484e+01,1.156570339202880859e+01,5.950494766235351562e+00
1.000000000000000000e+00,-1.782842576503753662e-01,1.135692691802978516e+01,5.349745273590087891e+00
1.000000000000000000e+00,-6.239191815257072449e-02,6.064833641052246094e+00,5.890766143798828125e+00
1.000000000000000000e+00,-9.011113047599792480e-01,4.754153728485107422e+00,5.074904441833496094e+00
1.000000000000000000e+00,-7.993184089660644531e+00,7.007582187652587891e+00,5.625813484191894531e+00
1.000000000000000000e+00,-1.198408603668212891e+01,3.935681104660034180e+00,5.895372867584228516e+00
0.000000000000000000e+00,-1.135808849334716797e+01,1.004524803161621094e+01,5.000773906707763672e+00
