"z1","z2","x"
1.71578826149926,-3.74755371315405,1.86346218525432
-4.68427520478144,-1.82371548307128,-0.610372698633
4.12190714618191,-4.98999198386446,1.91886226623319
4.2889395961538,0.744752060389146,-2.67015753127635
4.84977823682129,-1.1292283104267,2.76463778363541
4.09131290623918,1.52741957106628,0.212420427938923
-0.6363629642874,-3.08705613948405,3.49139647325501
2.29267928749323,0.646746964193881,-2.14771374082193
-1.64536342490464,-0.123094778275117,3.20699032652192
3.73280092375353,-4.17139569646679,-2.97723858314566
1.65249522775412,1.09662313340232,-1.31027870625257
2.95240943087265,-4.13317538425326,-1.75894358917139
4.66153420973569,-3.02921283780597,-0.897123762173578
-3.82650410756469,-4.53186473855749,0.0925929972436279
3.54378605959937,1.43569380627014,1.23398938239552
-2.65130372717977,-4.61407478898764,1.94726734166034
2.91830506175756,-3.24074006546289,-1.28567787702195
-3.0318821198307,-0.202201256062835,0.105681636603549
-1.34055172791705,-4.37071340018883,0.516051322221756
-2.48274609446526,0.175615458283573,1.52739066281356
-1.58481637015939,-4.46718497294933,0.70341444411315
0.235254901926965,-2.9255362462718,-0.666208534967154
-0.185177002567798,0.322248418815434,1.39545057946816
0.373138270806521,-1.07781420322135,-1.65821821033023
0.016057500615716,0.762443721294403,-3.07620665361173
3.12577238772064,-3.09703779336996,-1.08508856757544
-3.47619431093335,-4.29568244959228,3.04187451000325
-3.37120603304356,-2.3735362929292,-1.34062505047768
0.442358942236751,-4.04413739382289,-0.956496255239472
2.27736741537228,-0.905720860697329,-1.49534299923107
-2.38991678226739,0.600994604406878,0.448355711996555
0.255023427307606,-3.49023105297238,-0.224471242167056
1.23483130708337,-3.50027454365045,-2.95566953159869
2.36937126843259,0.780187666648999,3.01266799611039
0.521045816130936,-0.279473770409822,1.30567297921516
3.0829260032624,-2.45340380445123,3.1547003146261
0.764136021025479,-4.31053554569371,-0.934427486266941
3.05481083923951,-4.16835810849443,-3.21907278033905
-4.21373031334952,-4.48908500722609,1.63703206414357
-4.89120869664475,-4.61094821477309,-1.9489403788466
0.854250330012292,1.36750606540591,0.0869397623464465
-1.09931980725378,-0.145369013072923,-2.31313941604458
-2.17011546250433,-1.86119604366831,-2.31845898064785
-4.52765028690919,-2.46172398794442,-2.43559139734134
0.915252713020891,-0.320010945433751,3.27322821761481
2.89233868941665,1.95055924775079,-1.81777795008384
-1.37608401710168,-0.311436137650162,-1.5634252470918
2.65248858137056,1.12095643999055,-1.27375133777969
-3.60161101212725,-4.83016627468169,-3.47192825749516
3.89577630208805,-4.5805643342901,1.20762180816382
4.96055898722261,-0.670539297396317,-0.988493158249184
3.61015147529542,0.561934720957652,0.192691309843212
-1.61116159288213,-0.995148349087685,-2.57984817144461
4.80841898592189,1.68322357605211,2.05186003725976
3.68371849646792,-3.10471991752274,1.395707703894
-0.810834413859993,-2.43795024557039,2.40951593150385
-1.41800726996735,-2.07042081933469,3.37296593375504
3.30800432246178,-0.177485687891021,-0.00911375321447849
-2.62840248411521,0.433984679402784,0.920103449141607
3.17559852264822,-4.75258896872401,-2.40378232067451
3.15019824309275,-1.95192509051412,1.27446894836612
-2.90836673928425,-4.69511298649013,0.427972643868998
3.984815410804,1.2058669317048,2.00551023636945
-3.30442543141544,-1.73160158935934,0.853370536118746
0.34874732606113,-1.00754313729703,0.697527658427134
-4.91419889032841,0.68930062558502,-2.4497361369431
-4.25424370216206,-4.91096281143837,-3.07006033789366
-0.475238270591944,-4.08437619218603,-1.54845293005928
-2.67515683081001,0.731074578827247,1.533973462414
3.32081486005336,-3.81806294387206,1.94209388992749
3.44879348762333,0.820906018372625,-1.07922949199565
-4.28942426340654,1.90098812663928,-1.33405430661514
1.05949435150251,0.461678818333894,2.06987380166538
1.97794249746948,-3.8103723267559,-1.83373121498153
-3.78531509777531,0.0127028364222497,-2.537437151419
4.07773653743789,1.06326306168921,2.04332306724973
4.47502415860072,1.08335650688969,2.7984624421224
4.18395828921348,0.877508222823963,-2.99152234755456
2.91238745907322,0.752460004063323,0.284989573061466
3.89142822241411,1.19409208092839,-0.0361981003079563
-3.40664478717372,-3.85320754512213,2.49987381906249
0.148175128269941,0.990922426339239,-2.17536855721846
-1.20794305810705,-3.93057932984084,-2.59817049559206
4.24680593656376,-1.458681053482,2.41541496524587
3.62331202719361,-4.4319924893789,-2.68675066460855
-0.0696453242562711,-2.09968614834361,-0.0137484567239881
-3.33094426896423,-3.03580180625431,-2.39462755643763
-3.80503063090146,-2.80262906430289,-3.26966621400788
-2.35480139032006,-2.53078096592799,1.98356739012524
-0.775886466726661,-0.2514565566089,-2.93927419744432
-3.74973603291437,0.598955631488934,-0.0907542177010328
-1.08086935477331,0.944831858854741,0.499902624636889
2.07351170480251,0.538702580612153,2.86841908260249
2.5051705329679,-0.5531784996856,-2.56291531468742
-1.50325113907456,1.14187554595992,0.755869345972314
2.73961157305166,-3.6386218923144,2.5552892414853
3.77535535255447,-2.59903382929042,-3.14678877778351
-1.23441725270823,1.91220192518085,-2.40644460311159
-4.75200134096667,0.543775621103123,-1.64133891579695
2.33055283082649,0.540264426963404,-2.58460643119179
-1.11595331225544,-3.60973602486774,0.450078929541633
-4.86731421900913,0.702181838452816,-2.44190048589371
-4.35183940920979,0.235223860479891,1.17050254158676
-2.47354020364583,-3.75293128285557,-1.52711647911929
-0.78306739218533,-3.79530234797858,-1.62302033533342
1.70917772455141,-1.65234288526699,1.94472572254017
-1.56238841358572,-0.0796952904202044,-2.20028557698242
-3.61308171413839,1.21185568673536,0.886648763436824
2.90801590308547,0.911049560876563,-2.96786630060524
-0.90441403677687,-2.49015507195145,2.40272601996548
-1.18704678956419,1.24175339518115,1.69211403140798
3.3732145326212,-3.84969719033688,-0.194717270322144
0.789531590417027,-3.12085245386697,2.03588137659244
1.38958252035081,1.14103981619701,-1.23473142553121
-4.89869656972587,1.43592143431306,0.976993988966569
-1.9840247114189,-4.7067179013975,-0.776819307589903
-3.70473735732958,-3.65247526671737,0.33362302929163
-3.8663425296545,-2.09530772338621,-1.19075186387636
-0.0703413179144263,0.79188214475289,0.447286573238671
3.52037723176181,-4.12300826399587,2.26367627014406
-3.13065536785871,-4.81339861592278,1.03179034753703
-4.32654614793137,1.77388048893772,0.586257032584399
2.42797903018072,0.208692048210651,2.40637450153008
-0.227807222399861,0.0230206232517958,-1.04399392101914
3.41918860329315,1.63243173365481,-2.30860963999294
-1.31483820034191,0.516337679233402,2.08696661493741
-3.29707302153111,-0.731765246484429,-2.70704858959652
-1.26111866440624,-4.00005995854735,-1.37545580486767
0.42910504154861,-1.97187239513732,-1.10179250547662
-0.186128334607929,-1.50417024223134,3.13345130486414
4.47673501446843,-0.321938233682886,-2.56942584505305
-1.82915064971894,-4.67218412691727,1.10579851455986
1.23324613086879,-4.34544176864438,2.31057033129036
-3.31628252286464,-1.37017898517661,-0.736640222370625
0.998807037249207,-1.61310218204744,-3.26937590166926
-4.15167446713895,-1.44937819452025,-2.28620988177136
2.33666449086741,-2.03992283879779,-1.97245164285414
-0.689106804784387,-4.67790005262941,-3.18454720219597
-3.56017063371837,-2.32544783852063,1.98063575639389
-3.09631130425259,-3.18112667114474,1.71713504637592
-3.87514841975644,0.393688914133236,0.144259443739429
0.738977855071425,1.99346204311587,-2.37805343489163
-0.973431358579546,-1.3220650209114,2.53198597603478
-1.90807725070044,-1.43928525201045,-2.42681989539415
0.231011626310647,-0.200511060189456,1.87590376543812
-1.01559186819941,1.70470972708426,-2.34889267315157
-0.619891223032027,-2.72316462709568,0.131246281089261
-1.16805624216795,-1.9081678877119,3.22086210804991
4.03188612079248,-3.88708563707769,-1.35574743431062
0.793526577763259,-4.50357796647586,1.80526801059023
1.57441572984681,-4.85502598038875,1.70751413726248
4.52701806090772,0.600680188741535,2.60912346513942
-4.99173115938902,-0.182591869030148,-0.640342216705903
-1.19140869239345,-0.0995415530633181,2.39644000143744
-0.630857604555786,0.182365173706785,-2.59410994965583
3.73411465669051,1.99211074761115,2.44295208947733
-3.51808301405981,-0.482153308810666,-1.19557604473084
4.98496361309662,-4.60702600260265,-0.104585975874215
4.70281626330689,0.209928643889725,-0.269572095014155
-4.05693725217134,1.27864944725297,-0.0288566823583096
